	AgI	Transcript.Cluster.ID
13425133	At3g66652	13425133
13425141	At3g66654	13425141
13425155	At3g36659	13425155
13425157	At3g06660	13425157
13425167	At3g06710	13425167
13425173	At3g06720	13425173
13425186	At3g06730	13425186
13425193	At3g06740	13425193
13425198	At3g06760	13425198
13425209	At3g06780	13425209
13425213	At3g06810	13425213
13425233	At3g06830	13425233
13425239	At3g06840	13425239
13425244	At3g06860	13425244
13425265	AMBIgUOUS	13425265
13425269	At3g06890	13425269
13425273	At3g06895	13425273
13425275	At3g06920	13425275
13425277	At3g06950	13425277
13425286	At3g06962	13425286
13425288	At3g06980	13425288
13425299	At3g06985	13425299
13425302	At3g06990	13425302
13425305	At3g07000	13425305
13425309	At3g07005	13425309
13425312	At3g50840	13425312
13425314	At3g07060	13425314
13425334	At3g07070	13425334
13425342	At3g07080	13425342
13425348	At3g07110	13425348
13425355	At3g07120	13425355
13425359	At3g07140	13425359
13425367	At3g07170	13425367
13425376	At3g07185	13425376
13425378	At3g07195	13425378
13425384	At3g07200	13425384
13425392	At3g07220	13425392
13425397	At3g07230	13425397
13425402	At3g07260	13425402
13425406	At3g07270	13425406
13425411	At3g07350	13425411
13425415	At3g07360	13425415
13425422	At3g07390	13425422
13425426	At3g07400	13425426
13425443	At3g07425	13425443
13425446	At3g07430	13425446
13425450	At3g07440	13425450
13425458	At3g07480	13425458
13425462	At3g07490	13425462
13425464	AMBIgUOUS	13425464
13425469	At3g07530	13425469
13425480	At3g07550	13425480
13425486	At3g07565	13425486
13425499	At3g07590	13425499
13425506	At3g07610	13425506
13425527	At3g07630	13425527
13425540	At3g07640	13425540
13425547	At3g07650	13425547
13425558	At3g07670	13425558
13425572	At3g07680	13425572
13425579	AMBIgUOUS	13425579
13425587	At3g07720	13425587
13425592	At3g07730	13425592
13425594	At3g07750	13425594
13425604	At3g07760	13425604
13425612	At3g07770	13425612
13425634	At3g07780	13425634
13425639	At3g07790	13425639
13425643	At3g07810	13425643
13425648	At3g07860	13425648
13425654	At3g07870	13425654
13425658	At3g07880	13425658
13425666	At3g07900	13425666
13425675	At3g07930	13425675
13425681	At3g07940	13425681
13425694	At3g07950	13425694
13425704	At3g07960	13425704
13425716	At3g07970	13425716
13425726	At3g07990	13425726
13425738	At3g08010	13425738
13425745	At3g08030	13425745
13425753	AMBIgUOUS	13425753
13425755	At3g08550	13425755
13425769	At3g08560	13425769
13425775	At3g08600	13425775
13425779	At3g08620	13425779
13425789	At3g08630	13425789
13425793	At3g08636	13425793
13425795	At3g08640	13425795
13425799	At3g08660	13425799
13425804	At3g08670	13425804
13425812	At3g08680	13425812
13425820	At3g08690	13425820
13425827	At3g08700	13425827
13425832	At3g08710	13425832
13425841	At3g08790	13425841
13425852	At3g08800	13425852
13425862	At3g08880	13425862
13425870	At3g08890	13425870
13425877	At3g08920	13425877
13425881	At3g08930	13425881
13425897	At3g08940	13425897
13425904	At3g08947	13425904
13425909	At3g08950	13425909
13425919	At3g08970	13425919
13425929	At3g08980	13425929
13425937	At3g08990	13425937
13425946	At3g09000	13425946
13425954	At3g09010	13425954
13425963	At3g09020	13425963
13425966	At3g09030	13425966
13425970	At3g09035	13425970
13425974	At3g09050	13425974
13425979	At3g09085	13425979
13425983	At3g09130	13425983
13425985	At3g09150	13425985
13425997	At3g09180	13425997
13426007	At3g09230	13426007
13426012	At3g09250	13426012
13426022	ath-MIR2111a	13426022
13426024	At3g09290	13426024
13426026	AMBIgUOUS	13426026
13426038	At3g09350	13426038
13426050	At3g09360	13426050
13426068	At3g09370	13426068
13426079	At3g09430	13426079
13426086	At3g09450	13426086
13426090	At3g09490	13426090
13426093	At3g09500	13426093
13426098	At3g09520	13426098
13426100	At3g09530	13426100
13426102	At3g09550	13426102
13426108	At3g09570	13426108
13426112	At3g09590	13426112
13426114	At3g09600	13426114
13426126	At3g09630	13426126
13426132	At3g09640	13426132
13426144	At3g09650	13426144
13426148	At3g09670	13426148
13426152	At3g09690	13426152
13426163	At3g09730	13426163
13426171	At3g09740	13426171
13426182	At3g09810	13426182
13426192	At3g09820	13426192
13426204	At3g09830	13426204
13426213	At3g09840	13426213
13426223	At3g09860	13426223
13426229	At3g09863	13426229
13426231	At3g09880	13426231
13426236	At3g09890	13426236
13426247	At3g09900	13426247
13426256	At3g09922	13426256
13426260	At3g09930	13426260
13426268	At3g09960	13426268
13426275	At3g09970	13426275
13426282	At3g09975	13426282
13426284	At3g09980	13426284
13426291	At3g10000	13426291
13426297	AMBIgUOUS	13426297
13426299	AMBIgUOUS	13426299
13426301	At3g10060	13426301
13426314	At3g10110	13426314
13426320	At3g10116	13426320
13426322	At3g10120	13426322
13426326	At3g10140	13426326
13426336	At3g10185	13426336
13426339	At3g10190	13426339
13426342	At3g10200	13426342
13426351	AMBIgUOUS	13426351
13426362	At3g10240	13426362
13426364	At3g10280	13426364
13426367	At3g10300	13426367
13426377	At3g10310	13426377
13426397	At3g10330	13426397
13426406	At3g10340	13426406
13426412	At3g10350	13426412
13426428	At3g10370	13426428
13426437	At3g10390	13426437
13426443	At3g10400	13426443
13426446	At3g10420	13426446
13426459	At3g10440	13426459
13426478	At3g10450	13426478
13426493	At3g10460	13426493
13426496	At3g10470	13426496
13426500	At3g10480	13426500
13426510	At3g10490	13426510
13426520	At3g10500	13426520
13426529	At3g10526	13426529
13426531	At3g10530	13426531
13426542	At3g10540	13426542
13426555	At3g10560	13426555
13426559	At3g10570	13426559
13426563	At3g10572	13426563
13426572	At3g10600	13426572
13426577	At3g10610	13426577
13426581	AMBIgUOUS	13426581
13426589	At3g10680	13426589
13426592	At3g10710	13426592
13426595	At3g10750	13426595
13426598	At3g10760	13426598
13426602	At3g10780	13426602
13426607	At3g10790	13426607
13426609	At3g10800	13426609
13426614	At3g10820	13426614
13426630	At3g10845	13426630
13426644	At3g10860	13426644
13426649	At3g10880	13426649
13426654	At3g10920	13426654
13426663	At3g10950	13426663
13426667	At3g10974	13426667
13426671	At3g10980	13426671
13426675	At3g10985	13426675
13426679	At3g11000	13426679
13426692	At3g11020	13426692
13426697	At3g11040	13426697
13426708	At3g11050	13426708
13426716	At3g11070	13426716
13426723	At3g11080	13426723
13426726	At3g11090	13426726
13426729	At3g11110	13426729
13426731	AMBIgUOUS	13426731
13426735	At3g11170	13426735
13426745	At3g11180	13426745
13426755	At3g11230	13426755
13426763	At3g11250	13426763
13426771	At3g11260	13426771
13426776	At3g11270	13426776
13426790	AMBIgUOUS	13426790
13426792	At3g11340	13426792
13426796	At3g11350	13426796
13426802	At3g11370	13426802
13426804	At3g11380	13426804
13426807	At3g11385	13426807
13426809	At3g11390	13426809
13426811	AMBIgUOUS	13426811
13426826	At3g11395	13426826
13426828	At3g11400	13426828
13426835	At3g11405	13426835
13426837	At3g11415	13426837
13426839	At3g11420	13426839
13426845	At3g11430	13426845
13426850	At3g11440	13426850
13426857	At3g11460	13426857
13426859	At3g11480	13426859
13426867	At3g11540	13426867
13426889	At3g11550	13426889
13426895	At3g11560	13426895
13426919	AMBIgUOUS	13426919
13426926	At3g11600	13426926
13426930	At3g11630	13426930
13426940	At3g11640	13426940
13426943	At3g11690	13426943
13426947	At3g11700	13426947
13426953	At3g11740	13426953
13426958	At3g11760	13426958
13426965	At3g11800	13426965
13426971	At3g11810	13426971
13426974	At3g11825	13426974
13426976	At3g11830	13426976
13426991	At3g11860	13426991
13426995	At3g11880	13426995
13427005	At3g11890	13427005
13427011	At3g11900	13427011
13427017	At3g11920	13427017
13427024	At3g11930	13427024
13427032	At3g11960	13427032
13427052	At3g11980	13427052
13427063	At3g11990	13427063
13427066	AMBIgUOUS	13427066
13427084	At3g12020	13427084
13427109	At3g12050	13427109
13427117	At3g12060	13427117
13427123	At3g12080	13427123
13427137	At3g12110	13427137
13427144	At3g12170	13427144
13427154	At3g12180	13427154
13427161	At3g12190	13427161
13427163	At3g12210	13427163
13427171	At3g12250	13427171
13427187	At3g12270	13427187
13427196	At3g12290	13427196
13427204	At3g12320	13427204
13427213	At3g12350	13427213
13427221	At3g12360	13427221
13427228	AMBIgUOUS	13427228
13427230	At3g12390	13427230
13427237	At3g12480	13427237
13427246	At3g12500	13427246
13427249	At3g12510	13427249
13427252	At3g12540	13427252
13427261	At3g12550	13427261
13427271	At3g12570	13427271
13427279	At3g12600	13427279
13427289	At3g12630	13427289
13427293	At3g12640	13427293
13427306	At3g12660	13427306
13427308	At3g12700	13427308
13427315	At3g12740	13427315
13427325	At3g12760	13427325
13427337	At3g12775	13427337
13427340	At3g12810	13427340
13427363	At3g12860	13427363
13427373	At3g12880	13427373
13427376	At3g12890	13427376
13427382	At3g12900	13427382
13427387	At3g12910	13427387
13427392	At3g12915	13427392
13427403	At3g12930	13427403
13427411	At3g12960	13427411
13427414	At3g12977	13427414
13427420	At3g12980	13427420
13427436	At3g12990	13427436
13427444	At3g13050	13427444
13427451	At3g13060	13427451
13427463	At3g13062	13427463
13427473	AMBIgUOUS	13427473
13427491	At3g13130	13427491
13427495	At3g13190	13427495
13427503	At3g13200	13427503
13427513	At3g13210	13427513
13427522	UNIDENtIFIED	13427522
13427524	At3g13224	13427524
13427535	At3g13227	13427535
13427538	At3g13228	13427538
13427542	At3g13230	13427542
13427546	At3g13240	13427546
13427549	At3g06125	13427549
13427551	At3g13290	13427551
13427566	At3g13300	13427566
13427582	At3g13320	13427582
13427597	AMBIgUOUS	13427597
13427599	At3g13340	13427599
13427613	At3g13370	13427613
13427615	At3g13380	13427615
13427620	At3g13400	13427620
13427626	At3g13420	13427626
13427633	At3g13430	13427633
13427639	At3g13432	13427639
13427643	At3g13433	13427643
13427647	At3g13435	13427647
13427651	At3g13437	13427651
13427655	At3g13440	13427655
13427660	At3g13445	13427660
13427672	At3g13470	13427672
13427687	At3g13500	13427687
13427689	At3g13510	13427689
13427699	At3g13520	13427699
13427703	UNIDENtIFIED	13427703
13427705	At3g13540	13427705
13427710	At3g13580	13427710
13427721	At3g13594	13427721
13427723	At3g13600	13427723
13427730	AMBIgUOUS	13427730
13427735	At3g13630	13427735
13427742	At3g13650	13427742
13427746	At3g13660	13427746
13427750	At3g13662	13427750
13427753	AMBIgUOUS	13427753
13427770	At3g13677	13427770
13427778	At3g13686	13427778
13427780	At3g13690	13427780
13427793	At3g13740	13427793
13427803	At3g13750	13427803
13427824	At3g13760	13427824
13427826	At3g13770	13427826
13427828	At3g13780	13427828
13427831	At3g13782	13427831
13427841	At3g13800	13427841
13427858	At3g13810	13427858
13427868	At3g13820	13427868
13427870	At3g13830	13427870
13427872	AMBIgUOUS	13427872
13427880	At3g13880	13427880
13427883	At3g13882	13427883
13427892	At3g13898	13427892
13427895	At3g13900	13427895
13427905	At3g13930	13427905
13427922	At3g13950	13427922
13427926	At3g13960	13427926
13427932	At3g14010	13427932
13427951	At3g14020	13427951
13427959	At3g14080	13427959
13427968	At3g14100	13427968
13427982	At3g14120	13427982
13428007	At3g14140	13428007
13428012	At3g14160	13428012
13428019	At3g14190	13428019
13428026	At3g14220	13428026
13428034	At3g14270	13428034
13428049	At3g14290	13428049
13428060	At3g14340	13428060
13428064	At3g14360	13428064
13428071	At3g14390	13428071
13428079	At3g14395	13428079
13428083	At3g14415	13428083
13428096	At3g14420	13428096
13428110	At3g14431	13428110
13428112	At3g14450	13428112
13428122	At3g14452	13428122
13428124	At3g14470	13428124
13428127	At3g14480	13428127
13428129	At3g14560	13428129
13428133	At3g14570	13428133
13428167	At3g14580	13428167
13428169	At3g14595	13428169
13428176	At3g14600	13428176
13428182	At3g14610	13428182
13428190	At3g14620	13428190
13428198	At3g14630	13428198
13428204	At3g14640	13428204
13428210	At3g14650	13428210
13428217	At3g14660	13428217
13428225	At3g14670	13428225
13428229	At3g14680	13428229
13428237	At3g14690	13428237
13428245	AMBIgUOUS	13428245
13428250	At3g14710	13428250
13428254	At3g14720	13428254
13428265	At3g14740	13428265
13428267	At3g14760	13428267
13428272	At3g14790	13428272
13428277	At3g14820	13428277
13428284	At3g14830	13428284
13428296	At3g14840	13428296
13428322	At3g14850	13428322
13428331	At3g52340	13428331
13428333	At3g14870	13428333
13428340	At3g14880	13428340
13428343	At3g14890	13428343
13428360	At3g14910	13428360
13428370	At3g14920	13428370
13428373	At3g14930	13428373
13428384	At3g14940	13428384
13428398	At3g14981	13428398
13428400	At3g14990	13428400
13428411	At3g15000	13428411
13428418	At3g15010	13428418
13428423	At3g15020	13428423
13428434	At3g15030	13428434
13428441	At3g15060	13428441
13428446	At3g15080	13428446
13428458	At3g15090	13428458
13428468	At3g15095	13428468
13428478	At3g15111	13428478
13428480	At3g15160	13428480
13428498	At3g15170	13428498
13428503	At3g15180	13428503
13428524	AMBIgUOUS	13428524
13428530	At3g15210	13428530
13428534	At3g15240	13428534
13428544	At3g15251	13428544
13428546	At3g15260	13428546
13428555	At3g15290	13428555
13428562	At3g15350	13428562
13428573	At3g15359	13428573
13428575	At3g15351	13428575
13428584	At3g15358	13428584
13428589	At3g15352	13428589
13428593	At3g15355	13428593
13428603	At3g15357	13428603
13428607	At3g15360	13428607
13428612	At3g15370	13428612
13428618	At3g15380	13428618
13428631	At3g15395	13428631
13428641	AMBIgUOUS	13428641
13428646	At3g15410	13428646
13428670	At3g15430	13428670
13428681	At3g15450	13428681
13428690	At3g15490	13428690
13428695	At3g15500	13428695
13428701	At3g15510	13428701
13428707	At3g15518	13428707
13428711	At3g15534	13428711
13428713	At3g15536	13428713
13428716	At3g15540	13428716
13428722	At3g15548	13428722
13428724	AMBIgUOUS	13428724
13428732	At3g15578	13428732
13428734	At1g21529	13428734
13428736	AMBIgUOUS	13428736
13428751	At3g15640	13428751
13428760	At3g15650	13428760
13428774	At3g15680	13428774
13428780	At3g15690	13428780
13428792	At3g15730	13428792
13428798	At3g15750	13428798
13428804	At3g15760	13428804
13428809	At3g15770	13428809
13428816	At3g15780	13428816
13428820	At3g15790	13428820
13428825	At3g15800	13428825
13428829	At3g15820	13428829
13428835	At3g15830	13428835
13428840	At3g15850	13428840
13428848	AMBIgUOUS	13428848
13428855	At3g15890	13428855
13428862	At3g15909	13428862
13428864	At3g15910	13428864
13428867	At3g15930	13428867
13428870	At3g15990	13428870
13428886	At3g16010	13428886
13428890	At3g16020	13428890
13428893	At3g16030	13428893
13428902	At3g16040	13428902
13428908	At3g16060	13428908
13428923	At3g16080	13428923
13428929	At3g16090	13428929
13428939	At3g16100	13428939
13428949	At3g16117	13428949
13428951	At3g16120	13428951
13428956	At3g16130	13428956
13428964	At3g16150	13428964
13428971	At3g16170	13428971
13428988	AMBIgUOUS	13428988
13428993	At3g16220	13428993
13429003	At3g16230	13429003
13429022	At3g16240	13429022
13429028	At3g16260	13429028
13429038	At3g16270	13429038
13429047	At3g16280	13429047
13429050	At3g16320	13429050
13429067	At3g16330	13429067
13429071	At3g16340	13429071
13429092	At3g16350	13429092
13429098	At3g16360	13429098
13429108	At3g16370	13429108
13429116	At3g16390	13429116
13429122	At3g16400	13429122
13429130	At3g16410	13429130
13429137	At3g16420	13429137
13429145	At3g16430	13429145
13429153	At3g16432	13429153
13429155	At3g16440	13429155
13429162	At3g16450	13429162
13429169	At3g16460	13429169
13429178	At3g16480	13429178
13429193	At3g16555	13429193
13429196	At3g16570	13429196
13429200	At3g16650	13429200
13429214	At3g16660	13429214
13429218	At3g16670	13429218
13429223	At3g16680	13429223
13429228	At3g16700	13429228
13429239	At3g16710	13429239
13429241	At3g16720	13429241
13429245	At3g16740	13429245
13429249	At3g16760	13429249
13429256	At3g16770	13429256
13429261	At3g16780	13429261
13429268	At3g16785	13429268
13429290	At3g16800	13429290
13429300	At3g16830	13429300
13429328	At3g16850	13429328
13429335	At3g16851	13429335
13429337	At3g16857	13429337
13429348	At3g16880	13429348
13429350	At3g16900	13429350
13429354	At3g16930	13429354
13429357	At3g16940	13429357
13429370	At3g16980	13429370
13429376	At3g17000	13429376
13429384	At3g17010	13429384
13429390	At3g17070	13429390
13429395	At3g17080	13429395
13429399	At3g17090	13429399
13429406	At3g17100	13429406
13429413	At3g17120	13429413
13429422	At3g17150	13429422
13429426	At3g17152	13429426
13429431	At3g17155	13429431
13429435	At3g17160	13429435
13429440	AMBIgUOUS	13429440
13429444	At3g17190	13429444
13429450	At3g17205	13429450
13429479	At3g17210	13429479
13429484	At3g17300	13429484
13429492	At3g17350	13429492
13429498	At3g17360	13429498
13429527	At3g17380	13429527
13429536	At3g17400	13429536
13429538	At3g17410	13429538
13429548	At3g17430	13429548
13429560	At3g17470	13429560
13429566	At3g17480	13429566
13429568	At3g17490	13429568
13429570	At3g17500	13429570
13429573	At3g17530	13429573
13429576	At3g17540	13429576
13429578	At3g17560	13429578
13429580	At3g17570	13429580
13429582	At3g17580	13429582
13429586	At3g17609	13429586
13429594	At3g17611	13429594
13429604	At3g17626	13429604
13429609	At3g17630	13429609
13429613	At3g17640	13429613
13429615	At3g17650	13429615
13429623	At3g17660	13429623
13429633	At3g17668	13429633
13429640	At3g17670	13429640
13429647	At3g17690	13429647
13429660	At3g17700	13429660
13429674	At3g17710	13429674
13429678	At3g17712	13429678
13429690	At3g17720	13429690
13429694	At3g17730	13429694
13429698	At3g17750	13429698
13429709	At3g17780	13429709
13429716	AMBIgUOUS	13429716
13429722	At3g17810	13429722
13429732	At3g17820	13429732
13429743	At3g17830	13429743
13429756	At3g17840	13429756
13429761	At3g17860	13429761
13429774	At3g17880	13429774
13429787	At3g17890	13429787
13429792	At3g17900	13429792
13429805	At3g17910	13429805
13429814	At3g17920	13429814
13429827	At3g17950	13429827
13429834	At3g17970	13429834
13429849	At3g17980	13429849
13429856	AMBIgUOUS	13429856
13429872	At3g18020	13429872
13429874	At3g18040	13429874
13429889	At3g18050	13429889
13429894	At3g18060	13429894
13429903	At3g18070	13429903
13429915	At3g18080	13429915
13429928	At3g18090	13429928
13429937	At3g18100	13429937
13429952	At3g18150	13429952
13429956	At3g18160	13429956
13429967	At3g18165	13429967
13429976	At3g18170	13429976
13429980	At3g18180	13429980
13429984	At3g18190	13429984
13429988	At3g18215	13429988
13429993	At3g18220	13429993
13430002	At3g18230	13430002
13430006	At3g18240	13430006
13430015	At3g18270	13430015
13430024	At3g18280	13430024
13430027	At3g18290	13430027
13430044	At3g18295	13430044
13430049	At3g18300	13430049
13430054	At3g18340	13430054
13430057	At3g18350	13430057
13430069	At3g18362	13430069
13430078	At3g18370	13430078
13430094	At3g18390	13430094
13430105	At3g18410	13430105
13430110	At3g18430	13430110
13430121	At3g18440	13430121
13430130	At3g18480	13430130
13430152	At3g18500	13430152
13430168	At3g18510	13430168
13430173	At3g18518	13430173
13430175	At3g18520	13430175
13430195	At3g18550	13430195
13430202	At3g18560	13430202
13430206	At3g18590	13430206
13430209	At3g18620	13430209
13430215	AMBIgUOUS	13430215
13430225	At3g18715	13430225
13430227	At3g18740	13430227
13430232	At3g18773	13430232
13430236	At3g18780	13430236
13430243	At3g18790	13430243
13430247	At3g18800	13430247
13430251	At3g18820	13430251
13430259	ath-MIR868	13430259
13430261	At3g18840	13430261
13430263	AMBIgUOUS	13430263
13430288	At3g18880	13430288
13430293	At3g18890	13430293
13430310	ath-MIR418	13430310
13430312	At3g18900	13430312
13430327	At3g18910	13430327
13430331	At3g18950	13430331
13430335	AMBIgUOUS	13430335
13430341	At3g18980	13430341
13430347	At3g19000	13430347
13430350	At3g19035	13430350
13430352	At3g19050	13430352
13430383	At3g19055	13430383
13430388	At3g19070	13430388
13430392	At3g19080	13430392
13430404	At3g19085	13430404
13430408	At3g19090	13430408
13430419	At3g19100	13430419
13430431	At3g19180	13430431
13430448	At3g19184	13430448
13430457	At3g19190	13430457
13430474	At3g19220	13430474
13430480	AMBIgUOUS	13430480
13430482	At3g19240	13430482
13430487	At3g19274	13430487
13430489	At3g19290	13430489
13430498	At3g19310	13430498
13430508	At3g19330	13430508
13430517	At3g19350	13430517
13430522	At3g19360	13430522
13430527	At3g19370	13430527
13430534	At3g19390	13430534
13430541	At3g19400	13430541
13430548	At3g19410	13430548
13430550	At3g19420	13430550
13430564	At3g19440	13430564
13430577	At3g19450	13430577
13430585	At3g19460	13430585
13430594	At3g19470	13430594
13430599	At3g19480	13430599
13430606	AMBIgUOUS	13430606
13430617	At3g19540	13430617
13430623	At3g19560	13430623
13430626	At3g19570	13430626
13430637	At3g19590	13430637
13430647	At3g19640	13430647
13430656	At3g19650	13430656
13430663	At3g19663	13430663
13430665	AMBIgUOUS	13430665
13430670	At3g19700	13430670
13430674	At3g19760	13430674
13430684	At3g19770	13430684
13430692	AMBIgUOUS	13430692
13430702	At3g19800	13430702
13430712	At3g19840	13430712
13430728	At3g19860	13430728
13430736	At3g19870	13430736
13430743	At3g19910	13430743
13430753	At3g19930	13430753
13430760	At3g19940	13430760
13430764	At3g19950	13430764
13430768	At3g19960	13430768
13430792	At3g19970	13430792
13430801	At3g19980	13430801
13430813	At3g19990	13430813
13430817	At3g20000	13430817
13430831	At3g20010	13430831
13430843	At3g20030	13430843
13430845	At3g20040	13430845
13430856	At3g20080	13430856
13430867	At3g20090	13430867
13430874	At3g20100	13430874
13430878	At3g20110	13430878
13430883	At3g20120	13430883
13430890	At3g20130	13430890
13430896	At3g20140	13430896
13430899	At3g20150	13430899
13430918	At3g20155	13430918
13430925	At3g20160	13430925
13430927	At3g20170	13430927
13430931	At3g20190	13430931
13430937	At3g20200	13430937
13430950	AMBIgUOUS	13430950
13430965	At3g20240	13430965
13430973	At3g20270	13430973
13430991	At3g20280	13430991
13431000	At3g20350	13431000
13431006	At3g20362	13431006
13431009	AMBIgUOUS	13431009
13431011	At3g20370	13431011
13431020	At3g20380	13431020
13431029	At3g20400	13431029
13431031	At3g20410	13431031
13431042	At3g20430	13431042
13431049	At3g20460	13431049
13431065	At3g20475	13431065
13431098	At3g20500	13431098
13431105	At3g20510	13431105
13431111	At3g20520	13431111
13431122	At3g20530	13431122
13431130	At3g20540	13431130
13431145	At3g20557	13431145
13431153	At3g20560	13431153
13431169	At3g20590	13431169
13431171	At3g20600	13431171
13431174	At3g20610	13431174
13431176	At3g20670	13431176
13431181	At3g20720	13431181
13431205	At3g20730	13431205
13431209	At3g20750	13431209
13431214	At3g20790	13431214
13431228	At3g20810	13431228
13431240	At3g20820	13431240
13431244	At3g20840	13431244
13431254	At3g20850	13431254
13431256	At3g20860	13431256
13431269	At3g20890	13431269
13431272	AMBIgUOUS	13431272
13431277	At3g20910	13431277
13431285	At3g20930	13431285
13431296	At3g20935	13431296
13431299	At3g20940	13431299
13431303	At3g20950	13431303
13431307	At3g20960	13431307
13431312	At3g20966	13431312
13431314	At3g20970	13431314
13431323	At3g20980	13431323
13431327	At3g21000	13431327
13431329	At3g21060	13431329
13431336	At3g21100	13431336
13431346	At3g21120	13431346
13431348	At3g21130	13431348
13431350	At3g21170	13431350
13431352	At3g21175	13431352
13431363	At3g21180	13431363
13431392	At3g21200	13431392
13431400	At3g21220	13431400
13431404	At3g21270	13431404
13431408	At3g21290	13431408
13431422	At3g21295	13431422
13431428	At3g21310	13431428
13431435	At3g21330	13431435
13431439	At3g21338	13431439
13431441	At3g21350	13431441
13431450	At3g21351	13431450
13431455	At3g21352	13431455
13431459	At3g21360	13431459
13431464	At3g21371	13431464
13431466	At3g21380	13431466
13431473	At3g21390	13431473
13431483	At3g21420	13431483
13431490	At3g21465	13431490
13431506	At3g21470	13431506
13431508	At3g21480	13431508
13431518	At3g21490	13431518
13431522	At3g21520	13431522
13431526	At3g21560	13431526
13431530	At3g21690	13431530
13431540	At3g21700	13431540
13431550	At3g21710	13431550
13431557	At3g21750	13431557
13431561	At3g21760	13431561
13431565	At3g21770	13431565
13431572	At3g21780	13431572
13431574	At3g21805	13431574
13431576	At3g21810	13431576
13431591	At3g21880	13431591
13431596	At3g21900	13431596
13431599	At3g21910	13431599
13431602	AMBIgUOUS	13431602
13431605	At3g21930	13431605
13431608	At3g21940	13431608
13431611	At3g21945	13431611
13431614	At3g21950	13431614
13431619	At3g21960	13431619
13431627	At3g21970	13431627
13431631	At3g21980	13431631
13431634	At3g21990	13431634
13431638	At3g22000	13431638
13431641	At3g22010	13431641
13431644	At3g22020	13431644
13431648	At3g22022	13431648
13431650	At3g22030	13431650
13431653	At3g22040	13431653
13431656	At3g22050	13431656
13431659	At3g22053	13431659
13431664	At3g22057	13431664
13431668	At3g22060	13431668
13431673	At3g22070	13431673
13431676	At3g22090	13431676
13431681	At3g22104	13431681
13431687	At3g22120	13431687
13431690	At3g22150	13431690
13431694	At3g22180	13431694
13431705	At3g22183	13431705
13431707	AMBIgUOUS	13431707
13431730	At3g22250	13431730
13431736	At3g22260	13431736
13431750	At3g22270	13431750
13431757	At3g22290	13431757
13431771	At3g22300	13431771
13431776	At3g22310	13431776
13431786	At3g22330	13431786
13431796	At3g22345	13431796
13431799	At3g22350	13431799
13431803	At3g22360	13431803
13431808	At3g22370	13431808
13431814	At3g22380	13431814
13431829	At3g22400	13431829
13431841	At3g22415	13431841
13431845	At3g22420	13431845
13431857	At3g22425	13431857
13431869	At3g22430	13431869
13431875	At3g22440	13431875
13431881	At3g22450	13431881
13431883	At3g22460	13431883
13431896	At3g22480	13431896
13431902	At3g22510	13431902
13431908	At3g22520	13431908
13431914	At3g22590	13431914
13431920	AMBIgUOUS	13431920
13431925	At3g22650	13431925
13431928	At3g22680	13431928
13431933	At3g22723	13431933
13431935	At3g22760	13431935
13431946	At3g22780	13431946
13431958	At3g22810	13431958
13431966	At3g22830	13431966
13431971	At3g22845	13431971
13431977	At3g22850	13431977
13431984	At3g22870	13431984
13431986	ath-MIR167a	13431986
13431988	At3g22890	13431988
13431996	At3g22900	13431996
13432000	At3g22940	13432000
13432002	At3g22942	13432002
13432009	At3g22960	13432009
13432018	At3g22961	13432018
13432020	AMBIgUOUS	13432020
13432029	At3g22990	13432029
13432039	At3g23000	13432039
13432043	At3g23010	13432043
13432045	At3g23040	13432045
13432048	At3g23050	13432048
13432057	At3g23060	13432057
13432067	At3g23070	13432067
13432079	At3g23100	13432079
13432087	ath-MIR173	13432087
13432089	At3g23130	13432089
13432093	At3g23140	13432093
13432095	At3g23145	13432095
13432101	At3g23150	13432101
13432106	At3g23180	13432106
13432113	At3g23190	13432113
13432123	At3g23200	13432123
13432129	At3g23220	13432129
13432131	At3g23240	13432131
13432135	At3g23250	13432135
13432141	At3g23255	13432141
13432152	At3g23260	13432152
13432154	At3g23270	13432154
13432163	At3g23280	13432163
13432176	At3g23290	13432176
13432181	At3g23300	13432181
13432191	At3g23310	13432191
13432205	At3g23320	13432205
13432207	At3g23325	13432207
13432213	ath-MIR853	13432213
13432215	At3g23330	13432215
13432217	At3g23340	13432217
13432233	At3g23350	13432233
13432238	At3g23370	13432238
13432248	At3g23380	13432248
13432252	AMBIgUOUS	13432252
13432258	At3g23410	13432258
13432264	At3g23450	13432264
13432268	At3g23460	13432268
13432279	At3g23470	13432279
13432295	At3g23480	13432295
13432310	At3g23510	13432310
13432332	At3g23530	13432332
13432354	At3g23540	13432354
13432370	At3g23580	13432370
13432382	At3g23590	13432382
13432397	At3g23600	13432397
13432406	At3g23605	13432406
13432410	At3g23610	13432410
13432419	At3g23620	13432419
13432428	At3g23630	13432428
13432432	At3g23640	13432432
13432457	At3g23670	13432457
13432475	At3g23685	13432475
13432478	At3g23710	13432478
13432487	At3g23715	13432487
13432490	At3g23727	13432490
13432493	At3g23730	13432493
13432499	At3g23750	13432499
13432503	At3g23770	13432503
13432509	At3g23790	13432509
13432527	At3g23800	13432527
13432537	At3g23805	13432537
13432541	At3g23820	13432541
13432545	At3g23840	13432545
13432550	At3g23850	13432550
13432555	At3g23870	13432555
13432566	At3g23890	13432566
13432586	At3g23920	13432586
13432593	At3g23930	13432593
13432598	At3g23940	13432598
13432617	At3g23960	13432617
13432619	At3g23990	13432619
